date,BOPTEXP_20100413,BOPTEXP_20100512,BOPTEXP_20100610,BOPTEXP_20100713,BOPTEXP_20100811,BOPTEXP_20100909,BOPTEXP_20101014,BOPTEXP_20101110,BOPTEXP_20101210,BOPTEXP_20110113,BOPTEXP_20110211,BOPTEXP_20110310,BOPTEXP_20110412,BOPTEXP_20110511,BOPTEXP_20110609,BOPTEXP_20110712,BOPTEXP_20110811,BOPTEXP_20110908,BOPTEXP_20111013,BOPTEXP_20111110,BOPTEXP_20111209,BOPTEXP_20120113,BOPTEXP_20120210,BOPTEXP_20120309,BOPTEXP_20120412,BOPTEXP_20120510,BOPTEXP_20120608,BOPTEXP_20120711,BOPTEXP_20120809,BOPTEXP_20120911,BOPTEXP_20121011,BOPTEXP_20121108,BOPTEXP_20121211,BOPTEXP_20130111,BOPTEXP_20130208,BOPTEXP_20130307,BOPTEXP_20130405,BOPTEXP_20130502,BOPTEXP_20130604,BOPTEXP_20130703,BOPTEXP_20130806,BOPTEXP_20130904,BOPTEXP_20131024,BOPTEXP_20131114,BOPTEXP_20131204,BOPTEXP_20140107,BOPTEXP_20140206,BOPTEXP_20140307,BOPTEXP_20140403,BOPTEXP_20140506,BOPTEXP_20140604,BOPTEXP_20140703,BOPTEXP_20140806,BOPTEXP_20140904,BOPTEXP_20141003,BOPTEXP_20141104,BOPTEXP_20141205,BOPTEXP_20150107,BOPTEXP_20150205,BOPTEXP_20150306,BOPTEXP_20150402,BOPTEXP_20150505,BOPTEXP_20150603,BOPTEXP_20150707,BOPTEXP_20150805,BOPTEXP_20150903,BOPTEXP_20151006,BOPTEXP_20151104,BOPTEXP_20151204,BOPTEXP_20160106,BOPTEXP_20160205,BOPTEXP_20160304,BOPTEXP_20160405,BOPTEXP_20160504,BOPTEXP_20160603,BOPTEXP_20160706,BOPTEXP_20160805,BOPTEXP_20160902,BOPTEXP_20161005,BOPTEXP_20161104,BOPTEXP_20161206,BOPTEXP_20170106,BOPTEXP_20170207,BOPTEXP_20170307,BOPTEXP_20170404,BOPTEXP_20170504,BOPTEXP_20170602,BOPTEXP_20170706,BOPTEXP_20170804,BOPTEXP_20170906,BOPTEXP_20171005,BOPTEXP_20171103,BOPTEXP_20171205,BOPTEXP_20180105,BOPTEXP_20180206,BOPTEXP_20180307,BOPTEXP_20180405,BOPTEXP_20180503,BOPTEXP_20180606,BOPTEXP_20180706,BOPTEXP_20180803,BOPTEXP_20180905,BOPTEXP_20181005,BOPTEXP_20181102,BOPTEXP_20181206,BOPTEXP_20190206,BOPTEXP_20190306,BOPTEXP_20190327,BOPTEXP_20190417,BOPTEXP_20190509,BOPTEXP_20190606,BOPTEXP_20190703,BOPTEXP_20190802,BOPTEXP_20190904,BOPTEXP_20191004,BOPTEXP_20191105,BOPTEXP_20191205,BOPTEXP_20200107,BOPTEXP_20200205,BOPTEXP_20200306,BOPTEXP_20200402,BOPTEXP_20200604,BOPTEXP_20200702,BOPTEXP_20200805,BOPTEXP_20200903,BOPTEXP_20201006,BOPTEXP_20201104,BOPTEXP_20201204,BOPTEXP_20210107,BOPTEXP_20210205,BOPTEXP_20210305,BOPTEXP_20210407,BOPTEXP_20210504,BOPTEXP_20210608,BOPTEXP_20210702,BOPTEXP_20210805,BOPTEXP_20210902,BOPTEXP_20211005,BOPTEXP_20211104,BOPTEXP_20211207,BOPTEXP_20220106,BOPTEXP_20220208,BOPTEXP_20220308,BOPTEXP_20220405,BOPTEXP_20220504,BOPTEXP_20220607,BOPTEXP_20220707,BOPTEXP_20220804,BOPTEXP_20220907,BOPTEXP_20221005,BOPTEXP_20221103,BOPTEXP_20221206,BOPTEXP_20230105,BOPTEXP_20230207,BOPTEXP_20230308,BOPTEXP_20230405,BOPTEXP_20230504,BOPTEXP_20230607,BOPTEXP_20230706,BOPTEXP_20230808,BOPTEXP_20230906,BOPTEXP_20231005,BOPTEXP_20231107,BOPTEXP_20231206,BOPTEXP_20240109,BOPTEXP_20240207,BOPTEXP_20240307,BOPTEXP_20240404,BOPTEXP_20240502,BOPTEXP_20240606,BOPTEXP_20240703,BOPTEXP_20240806,BOPTEXP_20240904,BOPTEXP_20241008,BOPTEXP_20241105,BOPTEXP_20241205,BOPTEXP_20250107,BOPTEXP_20250205,BOPTEXP_20250306,BOPTEXP_20250403,BOPTEXP_20250506,BOPTEXP_20250605,BOPTEXP_20250703,BOPTEXP_20250805,BOPTEXP_20250904,BOPTEXP_20251119,BOPTEXP_20251211,BOPTEXP_20260108,BOPTEXP_20260129,BOPTEXP_20260219,BOPTEXP_20260312,BOPTEXP_20260402
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189446,189332,189332,189630,189630,189827,189753,189753,189753,189902,189902,189902,189902,189902,189902,189902,189902,189902,189902,189902,189902,189275,189275,189275,189275,189275,189275,189275,189275,189275,189275,189275,189275,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190614,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,190627.0,192136.0,192136.0,192136.0,192136.0,192136.0,192136.0,192136.0,192136.0,192136.0,192136.0,192136.0,192136.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0,192125.0
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189221,189295,189579,189579,189776,189635,189635,189635,190606,190606,190606,190606,190606,190606,190606,190606,190606,190606,190606,190606,190037,190037,190037,190037,190037,190037,190037,190037,190037,190037,190037,190037,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190719,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,190589.0,192458.0,192458.0,192458.0,192458.0,192458.0,192458.0,192458.0,192458.0,192458.0,192458.0,192458.0,192458.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0,192449.0
2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188909,189312,189312,189509,189251,189251,189251,190249,190249,190249,190249,190249,190249,190249,190249,190249,190249,190249,190249,190103,190103,190103,190103,190103,190103,190103,190103,190103,190103,190103,190103,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190791,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,190646.0,192512.0,192512.0,192512.0,192512.0,192512.0,192512.0,192512.0,192512.0,192512.0,192512.0,192512.0,192512.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0,192505.0
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192673,193136,193333,193112,193112,193112,193971,193971,193971,193971,193971,193971,193971,193971,193971,193971,193971,193971,193571,193571,193571,193571,193571,193571,193571,193571,193571,193571,193571,193571,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194342,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,194578.0,196476.0,196476.0,196476.0,196476.0,196476.0,196476.0,196476.0,196476.0,196476.0,196476.0,196476.0,196476.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0,196471.0
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194857,194796,194644,194644,194644,194922,194922,194922,194922,194922,194922,194922,194922,194922,194922,194922,194922,195062,195062,195062,195062,195062,195062,195062,195062,195062,195062,195062,195062,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195830,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,195513.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0,197292.0
2013-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191287,191290,191290,191290,192799,192799,192799,192799,192799,192799,192799,192799,192799,192799,192799,192799,192979,192979,192979,192979,192979,192979,192979,192979,192979,192979,192979,192979,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194591,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,194590.0,196338.0,196338.0,196338.0,196338.0,196338.0,196338.0,196338.0,196338.0,196338.0,196338.0,196338.0,196338.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0,196343.0
2014-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192476,192459,192459,192184,192184,192184,192475,192475,192475,192475,192475,192778,192747,192747,192747,192879,192879,192879,192879,192879,192879,192879,192879,192879,192879,192879,192879,194756,194756,194756,194756,194756,194756,194756,194756,194756,194756,194756,194756,194564,194564,194564,194564,194564,194564,194564,194564,194564,194564,194564,194564,194332.0,194332.0,194332.0,194332.0,194332.0,194332.0,194332.0,194332.0,194332.0,194332.0,194332.0,194332.0,194317.0,194317.0,194317.0,194317.0,194317.0,194317.0,194317.0,194317.0,194317.0,194317.0,194317.0,195778.0,195778.0,195778.0,195778.0,195778.0,195778.0,195778.0,195778.0,195778.0,195778.0,195778.0,195778.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0,195789.0
2014-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190434,189963,188149,188149,188149,187773,187773,187773,187773,187773,188076,188045,188045,188045,189495,189495,189495,189495,189495,189495,189495,189495,189495,189495,189495,189495,193829,193829,193829,193829,193829,193829,193829,193829,193829,193829,193829,193829,193642,193642,193642,193642,193642,193642,193642,193642,193642,193642,193642,193642,194225.0,194225.0,194225.0,194225.0,194225.0,194225.0,194225.0,194225.0,194225.0,194225.0,194225.0,194225.0,193807.0,193807.0,193807.0,193807.0,193807.0,193807.0,193807.0,193807.0,193807.0,193807.0,193807.0,195041.0,195041.0,195041.0,195041.0,195041.0,195041.0,195041.0,195041.0,195041.0,195041.0,195041.0,195041.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0,195059.0
2014-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193910,193657,193657,193657,193940,193940,193940,193940,193940,194243,194212,194212,194212,194759,194759,194759,194759,194759,194759,194759,194759,194759,194759,194759,194759,198000,198000,198000,198000,198000,198000,198000,198000,198000,198000,198000,198000,198684,198684,198684,198684,198684,198684,198684,198684,198684,198684,198684,198684,198619.0,198619.0,198619.0,198619.0,198619.0,198619.0,198619.0,198619.0,198619.0,198619.0,198619.0,198619.0,198450.0,198450.0,198450.0,198450.0,198450.0,198450.0,198450.0,198450.0,198450.0,198450.0,198450.0,199537.0,199537.0,199537.0,199537.0,199537.0,199537.0,199537.0,199537.0,199537.0,199537.0,199537.0,199537.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0,199559.0
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193345,193505,193505,193881,193881,193881,194318,194318,194622,194589,194589,194589,195024,195024,195024,195024,195024,195024,195024,195024,195024,195024,195024,195024,197463,197463,197463,197463,197463,197463,197463,197463,197463,197463,197463,197463,197822,197822,197822,197822,197822,197822,197822,197822,197822,197822,197822,197822,197851.0,197851.0,197851.0,197851.0,197851.0,197851.0,197851.0,197851.0,197851.0,197851.0,197851.0,197851.0,197713.0,197713.0,197713.0,197713.0,197713.0,197713.0,197713.0,197713.0,197713.0,197713.0,197713.0,199029.0,199029.0,199029.0,199029.0,199029.0,199029.0,199029.0,199029.0,199029.0,199029.0,199029.0,199029.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0,199056.0
2014-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195456,195598,196173,196173,196173,196559,196559,196862,196830,196830,196830,197269,197269,197269,197269,197269,197269,197269,197269,197269,197269,197269,197269,199767,199767,199767,199767,199767,199767,199767,199767,199767,199767,199767,199767,199875,199875,199875,199875,199875,199875,199875,199875,199875,199875,199875,199875,199755.0,199755.0,199755.0,199755.0,199755.0,199755.0,199755.0,199755.0,199755.0,199755.0,199755.0,199755.0,200009.0,200009.0,200009.0,200009.0,200009.0,200009.0,200009.0,200009.0,200009.0,200009.0,200009.0,201388.0,201388.0,201388.0,201388.0,201388.0,201388.0,201388.0,201388.0,201388.0,201388.0,201388.0,201388.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0,201418.0
2014-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195863,196203,196203,196203,195698,195698,196002,195970,195970,195970,195579,195579,195579,195579,195579,195579,195579,195579,195579,195579,195579,195579,198682,198682,198682,198682,198682,198682,198682,198682,198682,198682,198682,198682,199153,199153,199153,199153,199153,199153,199153,199153,199153,199153,199153,199153,199095.0,199095.0,199095.0,199095.0,199095.0,199095.0,199095.0,199095.0,199095.0,199095.0,199095.0,199095.0,199044.0,199044.0,199044.0,199044.0,199044.0,199044.0,199044.0,199044.0,199044.0,199044.0,199044.0,200482.0,200482.0,200482.0,200482.0,200482.0,200482.0,200482.0,200482.0,200482.0,200482.0,200482.0,200482.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0,200514.0
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198023,198025,198025,198031,198031,198334,197855,197855,197855,196907,196907,196907,196907,196907,196907,196907,196907,196907,196907,196907,196907,199760,199760,199760,199760,199760,199760,199760,199760,199760,199760,199760,199760,199490,199490,199490,199490,199490,199490,199490,199490,199490,199490,199490,199490,199427.0,199427.0,199427.0,199427.0,199427.0,199427.0,199427.0,199427.0,199427.0,199427.0,199427.0,199427.0,199359.0,199359.0,199359.0,199359.0,199359.0,199359.0,199359.0,199359.0,199359.0,199359.0,199359.0,200725.0,200725.0,200725.0,200725.0,200725.0,200725.0,200725.0,200725.0,200725.0,200725.0,200725.0,200725.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0,200758.0
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198459,198569,198736,198736,199039,198589,198589,198589,197303,197303,197303,197303,197303,197303,197303,197303,197303,197303,197303,197303,200088,200088,200088,200088,200088,200088,200088,200088,200088,200088,200088,200088,199920,199920,199920,199920,199920,199920,199920,199920,199920,199920,199920,199920,200314.0,200314.0,200314.0,200314.0,200314.0,200314.0,200314.0,200314.0,200314.0,200314.0,200314.0,200314.0,200763.0,200763.0,200763.0,200763.0,200763.0,200763.0,200763.0,200763.0,200763.0,200763.0,200763.0,202191.0,202191.0,202191.0,202191.0,202191.0,202191.0,202191.0,202191.0,202191.0,202191.0,202191.0,202191.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0,202226.0
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195586,195232,195232,195535,195185,195185,195185,195053,195053,195053,195053,195053,195053,195053,195053,195053,195053,195053,195053,197974,197974,197974,197974,197974,197974,197974,197974,197974,197974,197974,197974,197418,197418,197418,197418,197418,197418,197418,197418,197418,197418,197418,197418,197776.0,197776.0,197776.0,197776.0,197776.0,197776.0,197776.0,197776.0,197776.0,197776.0,197776.0,197776.0,198183.0,198183.0,198183.0,198183.0,198183.0,198183.0,198183.0,198183.0,198183.0,198183.0,198183.0,199520.0,199520.0,199520.0,199520.0,199520.0,199520.0,199520.0,199520.0,199520.0,199520.0,199520.0,199520.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0,199556.0
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197537,198321,198625,198713,198713,198713,197759,197759,197759,197759,197759,197759,197759,197759,197759,197759,197759,197759,200236,200236,200236,200236,200236,200236,200236,200236,200236,200236,200236,200236,200144,200144,200144,200144,200144,200144,200144,200144,200144,200144,200144,200144,200076.0,200076.0,200076.0,200076.0,200076.0,200076.0,200076.0,200076.0,200076.0,200076.0,200076.0,200076.0,200157.0,200157.0,200157.0,200157.0,200157.0,200157.0,200157.0,200157.0,200157.0,200157.0,200157.0,201339.0,201339.0,201339.0,201339.0,201339.0,201339.0,201339.0,201339.0,201339.0,201339.0,201339.0,201339.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0,201376.0
2014-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196357,196427,196792,196792,196792,196201,196201,196201,196201,196201,196201,196201,196201,196201,196201,196201,196201,198567,198567,198567,198567,198567,198567,198567,198567,198567,198567,198567,198567,198017,198017,198017,198017,198017,198017,198017,198017,198017,198017,198017,198017,197778.0,197778.0,197778.0,197778.0,197778.0,197778.0,197778.0,197778.0,197778.0,197778.0,197778.0,197778.0,197602.0,197602.0,197602.0,197602.0,197602.0,197602.0,197602.0,197602.0,197602.0,197602.0,197602.0,198857.0,198857.0,198857.0,198857.0,198857.0,198857.0,198857.0,198857.0,198857.0,198857.0,198857.0,198857.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0,198893.0
